mean,median,std,variance,min,max,amplitude,skewness,kurtosis,energy,rms,mean_abs_diff,var_diff,autocorr_lag1,shannon_entropy,shannon_entropy_norm,unique_symbols,idioma,nome_idioma,length
1157.9880434782608,1579.0,695.2864113450953,483423.193801141,10.0,1642.0,1632.0,-0.9803288017608504,-1.0346787985112522,11748875197.0,1350.6885290990488,483.21726976238546,734742.9712120538,0.24001979571261356,3.389889059527293,0.7443962891881902,95,ar,Árabe,6440
1274.854521625164,1584.0,634.723043884783,402873.3424383641,10.0,8207.0,8197.0,-1.1752536244068812,2.677613278203774,10832228410.0,1424.1233772909177,522.849063670412,816517.3586330289,-0.01356545570429859,3.24831191743343,0.7331180829415962,84,ar,Árabe,5341
1267.4243979470982,1583.0,631.8043864806863,399176.7827762364,10.0,1617.0,1607.0,-1.4372244685974827,0.06842509925495133,10160072668.0,1416.1713834447444,504.69930898321815,767561.4182322795,0.03836975861610749,3.213402561632019,0.7615586428933665,68,ar,Árabe,5066
1255.3031091829357,1584.0,652.8663227525248,426234.4353844038,10.0,8207.0,8197.0,-0.9577757214183814,3.4149629212644923,13843970591.0,1414.9276770594138,507.367515186578,803651.5221913732,0.05714684412813587,3.295438238861,0.7287908717332451,92,ar,Árabe,6915
1214.2381040892194,1583.0,738.1664723421715,544889.7408900858,10.0,8211.0,8201.0,0.6698002258712165,13.669997952987444,10863639859.0,1421.0080627189516,499.28109313998885,959848.0216361295,0.11916143114001035,3.32724167540639,0.7450313770469525,87,ar,Árabe,5380
1291.6626677190213,1581.0,2361.867068901957,5578416.051163522,10.0,54644.0,54634.0,17.78659884881276,355.117390512051,45908531837.0,2691.989691351462,592.8804862646037,4982129.33499127,0.5535060738161358,3.4327670770701295,0.7182838196204819,119,ar,Árabe,6335
183.06612216526196,32.0,674.6091088232321,455097.4497072754,10.0,10217.0,10207.0,9.427734193534697,118.97938556494742,5623420026.0,699.0069061117365,121.69647201946472,679733.2659787213,0.25312050622537796,1.5228115003025948,0.33677193755405416,92,ar,Árabe,11509
1243.4077393075356,1583.0,648.9207144377943,421098.0936264575,9.0,1617.0,1608.0,-1.322883090512267,-0.24715002703347988,9658760018.0,1402.5551325335964,498.4736198818497,758679.3217033199,0.09900105049035929,3.264753796346732,0.7471776541522125,79,ar,Árabe,4910
1268.576095461659,1584.0,648.3620892277878,420373.3987478219,10.0,8207.0,8197.0,-0.8640280575667209,4.920154467319994,10375615319.0,1424.6609100851226,507.9765212287224,811731.8803283981,0.0343383197879542,3.261151923462996,0.7194882160643462,93,ar,Árabe,5112
1266.0953846153845,1585.0,645.2462153904814,416342.6784757396,10.0,8722.0,8712.0,-0.9901946069091542,4.0506357996666615,17063424702.0,1421.0349050674718,502.21197774884604,789962.7342103907,0.05120929686027958,3.2822862954723155,0.72244625382471,94,ar,Árabe,8450
1269.8485809682804,1583.0,628.8831660210536,395494.0365046641,10.0,1740.0,1730.0,-1.442641475375045,0.08552924778115001,24055953272.0,1417.042502923543,497.5486267635028,755400.9764006762,0.04490966888778595,3.258447752854674,0.7015877482356355,104,ar,Árabe,11980
1274.3149810964082,1585.0,652.6660978162607,425973.03523870476,10.0,8207.0,8197.0,-0.6160480082202799,7.255979855521675,17349944842.0,1431.730318979606,541.9748316199929,891077.7138266398,-0.04604788923370328,3.146030461310896,0.74821889400481,67,ar,Árabe,8464
1184.5041673476057,1580.0,697.9001272528197,487064.587619502,10.0,8211.0,8201.0,-0.5001628733760657,3.9951906576220493,11565611911.0,1374.8144275077082,478.4249754821837,770642.288962382,0.2089764420869203,3.436596030837529,0.7165859305496238,121,ar,Árabe,6119
1161.0309342132398,1581.0,725.1370900831683,525823.799414285,10.0,8211.0,8201.0,-0.11975808756698507,6.03185633999359,9086136837.0,1368.8742197931676,484.3686056105611,824495.899054993,0.21593136472753144,3.4448550437057204,0.7372097643080926,107,ar,Árabe,4849
1275.0113919544322,1583.0,633.2191727167933,400966.52069614007,10.0,8211.0,8201.0,-1.1888127281152148,2.5876520850263542,11385554364.0,1423.5942435644079,517.8212568987004,804081.2836532983,-0.002865329438788337,3.1715344215150987,0.7684592081632563,62,ar,Árabe,5618
1268.5799778935734,1585.0,631.9400465586338,399348.22244452813,10.0,1617.0,1607.0,-1.4380497953734392,0.07113111312309073,12720738543.0,1417.2661651069593,513.5685407454201,781818.3202778534,0.021249357731971518,3.1693976643822652,0.7460047578759753,70,ar,Árabe,6333
1287.2371412059333,1583.0,1734.9056517054826,3009897.6203196254,10.0,54841.0,54831.0,25.556999959074904,764.098274533913,24225758912.0,2160.295599685295,560.9414258188825,2925691.9352480876,0.5140790517904742,3.2666224396911536,0.7156821308675511,96,ar,Árabe,5191
1186.7493700655132,1581.0,797.6571559012767,636256.9383605137,10.0,8211.0,8201.0,1.4617618968914787,17.38640424812074,12171688377.0,1429.905942959678,532.6873319892474,1146985.9999992943,0.09288335744135486,3.440387472271113,0.7438719342066871,102,ar,Árabe,5953
1196.4437546038093,1580.0,686.8471604766745,471759.0218548707,10.0,8211.0,8201.0,-0.7318263353485601,2.53687600767243,36172916336.0,1379.5784427807398,513.7410681399632,812064.5038529399,0.13929608451327585,3.4435479280994077,0.6988777416662565,138,ar,Árabe,19006
1227.9677091795288,1582.0,656.5032185819662,430996.4760084808,10.0,1617.0,1607.0,-1.252310289196722,-0.4257736156033203,9547149365.0,1392.444315150915,469.3855372740199,712173.2372771022,0.17366749404148454,3.3441056603673616,0.7200310510008104,104,ar,Árabe,4924
1153.1364264560711,1579.0,698.5724906725471,488003.52472444595,10.0,1617.0,1607.0,-0.9656889159138551,-1.0651875722742585,9206787978.0,1348.231116220184,489.20892575039494,744615.1897043281,0.2370072405233966,3.36850581935951,0.7504519283571474,89,ar,Árabe,5065
1137.708338138623,1578.0,714.2241742439967,510116.17107451893,10.0,8211.0,8201.0,-0.656009406279017,0.9651850355084952,15646788577.0,1343.3154632269616,479.76735870818914,753677.7762418899,0.26124744093984514,3.4139440259138136,0.7413285259904706,100,ar,Árabe,8671
1254.686846846847,1580.0,639.68318384092,409194.57568885636,10.0,1641.0,1631.0,-1.3775437934073478,-0.0994231150433662,16512085214.0,1408.344297158667,495.37890437289764,752912.2761867342,0.07990798216920358,3.212722990729116,0.7441185490833192,75,ar,Árabe,8325
1328.3089745748443,1583.0,583.9973506318184,341052.9055449831,10.0,1617.0,1607.0,-1.7643275110631758,1.116917465383879,12504312909.0,1451.0195165748314,472.08251936679017,714916.8454775921,-0.04837743430057296,3.0845833188227245,0.7564819112655697,59,ar,Árabe,5939
1306.176995261544,1581.0,601.9895364614802,362391.40200910775,10.0,1643.0,1633.0,-1.640156038011008,0.6937293547780357,22263155125.0,1438.2245113192807,505.05528712135293,766509.1592429498,-0.057702532896485255,3.121472624423574,0.7064008190103193,83,ar,Árabe,10763
1315.5399820305481,1584.0,595.4148345656532,354518.82522084424,10.0,1617.0,1607.0,-1.6891493978496888,0.8570437238408064,11603939160.0,1444.0097885893222,525.7719266714594,800195.6256465836,-0.1288536627637204,3.093538458608256,0.7651494511631926,57,ar,Árabe,5565
1118.256811145511,1578.0,713.0061859477366,508377.82119973836,10.0,1617.0,1607.0,-0.8405554478318191,-1.2901253567089814,11362339715.0,1326.2262691083542,483.5991639572689,734310.6723782566,0.277746601388679,3.465311246201261,0.7415874556852465,107,ar,Árabe,6460
1272.5983338778176,1583.0,627.429322399606,393667.5546068288,10.0,1617.0,1607.0,-1.4593644998896882,0.13345549320939298,12324651681.0,1418.8636558864373,486.37755268746935,737951.6992392779,0.06256343907534515,3.23216139571836,0.7256195309325989,86,ar,Árabe,6122
1203.0407139991978,1581.0,697.2552647911615,486164.90427899273,10.0,8220.0,8210.0,-0.4323292548190572,5.175953343975143,9640290713.0,1390.493388628185,497.1404212637914,816611.8683864633,0.16005238920129766,3.419788647748381,0.7425976694962526,100,ar,Árabe,4986
1266.474336283186,1583.0,632.7359355915899,400354.76418896456,10.0,1617.0,1607.0,-1.428908579327809,0.04509742644280568,10191926564.0,1415.737266816446,526.7507867820614,803131.5618234819,-0.003231414727613835,3.196462376633246,0.7358668416756985,77,ar,Árabe,5085
1243.440290574061,1585.0,693.5499047577085,481011.4703894266,10.0,8216.0,8206.0,-0.03216168520856608,9.992252814676299,11441264099.0,1423.7820151316464,495.8507885876307,864160.4578311224,0.10162371748294569,3.1939477438641837,0.7080574642703634,91,arz,Árabe egípcio,5644
1254.6575222785252,1585.0,685.903299410729,470463.3361425242,10.0,8211.0,8201.0,-0.06093057701690345,10.360833798892582,11701410819.0,1429.9051836931749,509.89461726669,891053.3723999645,0.052697847962571875,3.1835482102694885,0.7285927919867574,79,arz,Árabe egípcio,5723
1226.6889012414304,1585.0,675.7388616931609,456623.00920236873,10.0,8211.0,8201.0,-0.7621123359740416,3.5740637275830185,10585614650.0,1400.4958656244855,520.9442179392142,836839.6100398821,0.08354644010006977,3.203272959347311,0.721027326794471,85,arz,Árabe egípcio,5397
1217.5687050359713,1585.0,680.3638689704806,462894.9942004813,10.0,8211.0,8201.0,-0.7459416117516471,3.2792805433291328,10816249114.0,1394.7646918686512,474.22324159021406,760583.3497081997,0.17834901237707765,3.2642367180333767,0.7151594447012685,96,arz,Árabe egípcio,5560
1184.9476044852192,1585.0,700.5516101749581,490772.55851872644,10.0,8211.0,8201.0,-0.5922968822043135,3.0923207501212673,9294353948.0,1376.5439999847392,502.89743066884176,811972.0756501583,0.17267841301802517,3.313713809210445,0.7211376236712057,99,arz,Árabe egípcio,4905
1213.1313072277421,1585.0,676.3099794408173,457395.1882912387,10.0,8211.0,8201.0,-0.9313282640321483,1.5346778610979266,9901981791.0,1388.9142366853791,480.6666017147311,752962.9291096578,0.17679542632359146,3.249185509287978,0.7168481385121392,93,arz,Árabe egípcio,5133
1225.850365726228,1585.0,677.8214636969286,459441.93664824666,10.0,8211.0,8201.0,-0.7012035468221599,4.025572437743012,9388892802.0,1400.7680235497144,489.89590301003346,792390.0757959572,0.13753932017806558,3.206675732204745,0.710879096893187,91,arz,Árabe egípcio,4785
1221.0330093155123,1585.0,680.7294701322825,463392.611506578,10.0,8211.0,8201.0,-0.7023518660919003,3.772837637540184,9650403625.0,1397.9678899547994,489.9477415434474,792486.6967201772,0.14456907771212046,3.209563415866561,0.7168465426786541,88,arz,Árabe egípcio,4938
